,Country Code,country,Region,date,land_area,human_capital_index,population,population_density,rural_population,Agricultural_land,forest_area,avg_precipitation,GDP_current_US,expense,military_expenditure,government_expenditure_on_education,government_health_expenditure,research_and_development_expenditure,tax_revenue,trade_in_services,central_goverment_debt,human_capital_index,control_of_corruption_estimate,renewvable_energy_consumption%,electric_power_consumption,Not_getting_Electricity,CO2_emisions,other_greenhouse_emisions,multidimensional_poverty_headcount_ratio%,inflation_annual%,real_interest_rate,risk_premium_on_lending,birth_rate,death_rate,life_expectancy_at_birth,goverment_effectiveness_estimate,doing_business,statistical_performance_indicators,individuals_using_internet,political_stability_estimate,rule_of_law_estimate,gini_index,voice_and_accountability_estimate,intentional_homicides
3961,ETH,Ethiopia,Sub-Saharan Africa,01 January 2015,1128539.353,,102471895.0,90.80046232,82563655.0,371210.0,174335.0,848.0,64589329345.0,6702846146.62,455622086.45,3060190628.25,623551185.62,,5394073377.99,7971032754.96,18048277061.37,,-0.453527302,91.46,,72755045.0,13046.3,136449.738,,9.56889956,,,33.428,7.208,63.649,-0.659599066,,,14197660.95,-1.498187423,-0.5109846,35.0,-1.298228741,
3966,ETH,Ethiopia,Sub-Saharan Africa,01 January 2020,1128571.265,0.382784843,117190911.0,103.8400628,91766343.0,384761.0,170685.0,848.0,107658000000.0,9056480874.38,566066204.32,,1058046793.72,,6670812083.41,9869435290.11,,0.382784843,-0.364881128,89.52,,57254093.0,18098.0,167300.0199,,20.35634686,,,32.78,6.616,65.371,-0.550458014,,,19246201.52,-1.757676601,-0.392207772,,-1.03581655,
4072,FJI,Fiji,East Asia & Pacific,01 January 2000,18270.0,,832509.0,45.56699507,433671.0,3718.0,10064.7,2592.0,1678219508.0,,29473619.65,98641377.73,44159529.63,,,776419417.03,,,0.630551934,50.06,,193308.0,836.58,1963.529304,,1.0921646,13.76716679,4.855,24.34,6.457,66.31,-0.142841607,,,12461.45,0.301403165,-0.276727378,,-0.346214205,
4077,FJI,Fiji,East Asia & Pacific,01 January 2005,18270.0,,874923.0,47.88850575,438590.0,3428.0,10398.55,2592.0,2980403465.0,736490811.76,39448459.74,153999232.24,72031826.9,,641860044.89,1459853143.56,,,-0.224626929,40.02,,161237.0,1071.1,2207.550466,,2.365764538,0.12637703,4.843682041,23.796,6.885,66.632,-0.0411449,,,73962.81,0.386921287,0.103356399,,0.049308635,2.628801261
4082,FJI,Fiji,East Asia & Pacific,01 January 2010,18270.0,,905169.0,49.54400657,432933.0,3191.0,10732.4,2592.0,3140167239.0,748460299.93,46529403.76,151492968.88,68553424.65,,685265018.63,1435841905.89,,,-0.159897983,27.95,,68772.0,1126.3,2262.550668,,3.689012297,3.127572744,4.040897346,22.664,7.113,67.328,-0.91553688,,,181033.8,-0.190827519,-0.744324744,,-1.10635519,2.209530922
4087,FJI,Fiji,East Asia & Pacific,01 January 2015,18270.0,,917200.0,50.20251779,415253.0,3156.0,11066.2,2592.0,4682480304.0,1232569766.16,42617423.67,225195460.49,98260845.26,,1105800764.78,1879264932.82,,,0.424588889,32.74,,62580.0,1263.8,1874.148768,,1.374885426,3.17797125,4.599330271,21.45,8.05,66.844,-0.292020977,,,389810.0,0.580308676,-0.33802101,,0.027792843,
4092,FJI,Fiji,East Asia & Pacific,01 January 2020,18270.0,0.508573294,920422.0,50.37887247,393508.0,3116.0,11400.2,2592.0,4477030180.0,1352070688.15,76939216.8,254087268.87,115035271.78,,862213785.08,908854945.12,,0.508573294,0.643417299,31.79,,26447.0,1028.2,1764.367631,,-2.595243259,7.492109904,4.374902552,19.628,8.078,67.924,0.545305252,,,781224.56,0.681053281,0.221826151,,0.033093926,2.172916336
4135,FIN,Finland,Europe & Central Asia,01 January 2000,304590.0,,5176209.0,16.99402147,922245.0,22180.0,224456.4,536.0,126020000000.0,42729242167.39,1564094084.54,7194859911.67,6768652343.75,4084787045.76,30547672120.31,16204726033.92,,,2.368235588,31.68,15305.40981,0.0,55097.5,69643.62462,,3.042100807,,,11.0,9.5,77.46585366,2.029718637,,,1928058.23,1.720112085,1.953407645,27.2,1.593033314,2.859235398
4140,FIN,Finland,Europe & Central Asia,01 January 2005,304590.0,,5246096.0,17.22346761,896820.0,22738.0,223438.2,536.0,204885000000.0,71063508863.0,3006053110.46,12344465058.78,13212393486.82,6809762644.61,44650292073.13,29595206967.08,,,2.314718962,31.52,16117.89033,0.0,55460.2,69486.61523,,0.62387445,,,11.0,9.1,78.81707317,2.123961926,,,3907292.3,1.594946861,1.950941563,27.6,1.687096953,2.268364267
4145,FIN,Finland,Europe & Central Asia,01 January 2010,303900.0,0.817361474,5363352.0,17.64841066,870472.0,22919.0,222420.0,536.0,249424000000.0,95736509773.64,3720802873.0,16223658978.9,17909772641.76,9241957059.99,46396048371.27,48324338880.13,,0.817361474,2.151669741,33.43,16484.09428,0.0,62526.4,75320.42652,16.9,1.184135232,,,11.4,9.5,79.87073171,2.223692417,,,4660216.55,1.423606873,1.961252689,27.7,1.486712694,2.200149666
4150,FIN,Finland,Europe & Central Asia,01 January 2015,303910.0,,5479531.0,18.03011089,809601.0,22734.0,224090.0,536.0,234534000000.0,94808831449.48,3400651466.07,16492618912.94,17772121089.54,6735722490.5,48010763522.69,51883951225.95,,,2.256495953,43.23,,0.0,42815.4,55210.20911,16.8,-0.20792884,,,10.1,9.6,81.4804878,1.869519949,,,4735527.59,1.040587306,2.082546711,27.1,1.543606997,1.496497557
4155,FIN,Finland,Europe & Central Asia,01 January 2020,303940.0,0.796001017,5529543.0,18.19287688,800844.0,22700.0,224090.0,536.0,271886000000.0,112153346205.96,4161081848.17,15986897109.95,21261005973.74,7981050569.69,54015580826.13,62850618706.83,,0.796001017,2.201974869,47.49,,0.0,36329.9,47740.49323,16.0,0.290554556,,,8.4,10.0,81.93170732,1.939224124,,,5096594.77,1.005103469,2.066255569,27.1,1.614037514,1.645727943
4198,FRA,France,Europe & Central Asia,01 January 2000,547567.0,,60921384.0,111.2583191,14699721.0,298074.0,152880.0,867.0,1365640000000.0,602696536106.26,28473843161.02,,95194710224.53,28589128277.48,319448104454.22,181263578263.64,796157909519.41,,1.32172358,9.32,7223.473452,0.0,373235.8,506377.7308,,1.675959887,,,13.3,8.9,79.05609756,1.637057304,,,8716585.29,0.785089076,1.432307482,32.6,1.182986617,1.791514335
4203,FRA,France,Europe & Central Asia,01 January 2005,547557.0,,63188395.0,115.4005793,14451186.0,293904.0,158535.0,867.0,2196950000000.0,991732905302.12,44459829156.97,,162808490256.4,45070651054.07,489821796826.08,287499416661.06,1441444684336.96,,1.357538223,8.66,7651.768968,0.0,380816.1,509361.4599,,1.745869364,,,12.8,8.5,80.16341463,1.665979981,,,27088864.94,0.399723917,1.407830477,29.8,1.476771235,1.612954417
4208,FRA,France,Europe & Central Asia,01 January 2010,547557.0,0.756891847,65030575.0,118.7649414,14066764.0,289263.0,164190.0,867.0,2645190000000.0,1304714475010.41,52094883783.62,149680616564.02,209173073300.73,57627316629.46,580689553563.53,383310508237.51,2124121949798.95,0.756891847,1.487756133,11.99,7734.361875,0.0,347940.1,472918.3176,19.2,1.531122704,,,12.9,8.5,81.66341463,1.462455153,,,50255628.36,0.681087554,1.499731541,33.7,1.202856541,1.274730594
4213,FRA,France,Europe & Central Asia,01 January 2015,547557.0,,66548272.0,121.5367021,13539246.0,287269.0,168360.0,867.0,2439190000000.0,1170615526226.85,45667936764.32,133283069525.49,201665172379.41,54321249747.8,565836355728.77,488932308200.92,2389926490844.59,,1.283082008,13.34,,0.0,311175.4,433262.6025,17.7,0.037514381,,,12.0,8.9,82.32195122,1.444361925,,,51911670.15,0.106706373,1.393072963,32.7,1.206659317,1.585964055
4218,FRA,France,Europe & Central Asia,01 January 2020,547557.0,0.762737215,67571107.0,123.4046994,12855403.0,285537.54,172530.0,867.0,2639010000000.0,1373155690907.45,53029792419.73,145145550000.0,247106787408.29,62146836187.35,652283390486.81,470880573406.55,3253427287642.29,0.762737215,1.149994373,16.87,,0.0,267154.7,376006.2454,18.2,0.476498853,,,10.9,9.9,82.17560976,1.239420533,,,57237058.36,0.324910909,1.320556998,30.7,1.069294691,1.07320011
4324,GAB,Gabon,Sub-Saharan Africa,01 January 2000,257670.0,,1272935.0,4.940175418,268857.0,20670.0,237000.0,1831.0,5080483628.0,,91522486.53,194434682.15,54048109.83,,,1029017435.44,,,-0.592371881,72.78,849.2185383,336055.0,6080.0,16493.89658,,0.504920026,,,33.471,10.002,61.069,-0.484881252,,,15480.68,0.640210629,-0.182711691,,-0.470682234,
4329,GAB,Gabon,Sub-Saharan Africa,01 January 2005,257670.0,,1458353.0,5.659770249,255912.0,20922.95,236747.05,1831.0,9582783997.0,,119658515.06,,101034405.13,,,1179472179.53,,,-0.660073698,85.25,873.588219,268337.0,6058.3,16313.94441,,3.708333333,,,32.722,9.299,61.959,-0.836226702,,,71361.07,0.325625747,-0.396706045,42.2,-0.82700175,
4334,GAB,Gabon,Sub-Saharan Africa,01 January 2010,257670.0,,1711105.0,6.64068382,247546.0,21175.9,236494.1,1831.0,14372593014.0,,269000694.17,442401341.41,226117890.35,,,2280175546.32,,,-0.905257821,85.83,908.7694794,182574.0,5762.09,15516.97679,,1.461544027,,,33.177,8.284,63.898,-0.796213508,,,222443.65,0.299279243,-0.461410344,,-0.865145206,
4339,GAB,Gabon,Sub-Saharan Africa,01 January 2015,257670.0,,2028517.0,7.872538518,241028.0,21770.0,235900.0,1831.0,14383107763.0,2471763998.56,170443510.22,430293698.67,225166680.41,,1845362585.61,2155243995.88,,,-0.700949013,81.94,,257059.0,6115.8,15883.7891,,-0.338795189,,,31.036,7.418,65.46,-0.726703584,,,928747.11,0.021186959,-0.546785116,,-0.894542098,
4344,GAB,Gabon,Sub-Saharan Africa,01 January 2020,257670.0,0.457612455,2292573.0,8.897322156,227148.0,22126.4,235306.0,1831.0,15314577168.0,,261919261.29,487250135.02,290946802.6,,,,,0.457612455,-0.871859968,90.12,,204891.0,5349.2,14849.25845,,1.352761107,,,27.695,6.909,66.531,-0.967587471,,,1622883.72,-0.06814003,-0.669747114,,-0.979684055,
4450,GEO,Georgia,Europe & Central Asia,01 January 2000,69490.0,,4077131.0,71.33088981,1931011.0,30000.0,27606.0,1026.0,3057475335.0,461016949.28,18821282.83,66685067.69,25097576.44,6582744.21,348596003.03,664072126.17,1789223374.46,,-1.040172696,47.25,1574.391404,6726.0,4772.8,14245.23612,,4.063962014,,,11.979,11.188,69.575,-0.42815426,,,19763.74,-0.812726557,-0.938497543,40.5,-0.283675939,5.603525485
4455,GEO,Georgia,Europe & Central Asia,01 January 2005,69490.0,,3902469.0,68.27511459,1810550.0,25200.0,27915.0,1026.0,6410912050.0,1394513633.3,214071238.89,159267565.43,77272226.94,11320388.31,1060532086.84,1373691915.41,1873860455.14,,-0.212853789,41.48,1916.479029,80584.0,4243.1,12381.25516,,8.247090431,8.907306844,4.977558333,12.483,11.445,71.13,-0.436386257,,,237248.95,-0.755904913,-0.695962608,37.4,-0.090371124,10.17373226
4460,GEO,Georgia,Europe & Central Asia,01 January 2010,69490.0,0.541148841,3786695.0,66.24960635,1683754.0,24600.0,28224.0,1026.0,12243219360.0,3113824976.83,454178431.08,343257007.59,236762832.24,,2623402733.02,2733361821.22,3904638560.97,0.541148841,0.012301577,39.15,2049.544524,0.0,5322.1,13087.03193,,7.110178975,1.450085744,6.290919573,15.109,12.347,72.128,0.335790485,,,1018620.96,-0.718320906,-0.20598498,39.5,-0.160913214,4.873813832
4465,GEO,Georgia,Europe & Central Asia,01 January 2015,69490.0,,3725276.0,65.17505861,1585179.0,24181.0,28224.0,1026.0,14953675993.0,4215099092.41,299514038.71,473264408.99,394828151.9,44753359.72,3402176108.43,4770101905.79,5480620298.2,,0.732019842,27.54,,0.0,9399.4,17142.29722,,4.003578207,6.28853839,3.710744545,15.79,12.531,73.297,0.326052338,,,1772104.84,-0.466081887,0.242611408,36.5,0.274601668,
4470,GEO,Georgia,Europe & Central Asia,01 January 2020,69490.0,0.568925798,3722716.0,65.13027048,1509450.0,23779.0,28224.0,1026.0,15842922533.0,4644595942.08,282477424.09,609965193.92,440106698.44,47655510.35,3391227449.63,3036006073.4,10438016528.75,0.568925798,0.628455698,23.45,,0.0,10255.0,17669.44862,,5.20246489,4.212777723,3.247121612,12.966,13.976,72.765,0.753325582,,,2700144.54,-0.415690362,0.243921533,34.5,0.057574667,
4513,DEU,Germany,Europe & Central Asia,01 January 2000,348950.0,,82211508.0,235.5968133,20581651.0,170680.0,113540.0,700.0,1947980000000.0,609975270553.12,26470769706.23,,150637354566.57,46942813194.38,228011073220.25,218183868652.61,,,1.801545382,3.7,6635.421406,0.0,830284.1,959124.8436,,1.440268387,,,9.3,10.2,77.92682927,1.804531693,,,24841314.2,1.411335707,1.609418869,28.8,1.314802051,1.672559106
4518,DEU,Germany,Europe & Central Asia,01 January 2005,348760.0,,82469422.0,236.4646806,19809155.0,170310.0,113815.0,700.0,2846860000000.0,868137348826.43,30336985705.89,,222146919418.91,69518329992.24,303384649058.76,372037080220.08,,,1.875442266,7.28,7138.221485,0.0,802383.2,924531.5991,,1.546911148,,,8.3,10.1,78.93170732,1.5000844,,,56664739.86,0.88891536,1.652198195,31.6,1.485833883,1.285521647
4523,DEU,Germany,Europe & Central Asia,01 January 2010,348570.0,0.76074028,81776930.0,234.6069082,18836498.0,167000.0,114090.0,700.0,3399670000000.0,1066364747485.58,43067924756.13,168068799396.63,285521105447.42,92819153845.65,380433201636.83,494909256727.08,,0.76074028,1.766428828,11.61,7264.322591,0.0,773069.1,881692.6436,19.7,1.103810378,,,8.3,10.5,79.98780488,1.515488744,,,67057082.6,0.796834469,1.637504697,30.3,1.297783256,0.975098829
4528,DEU,Germany,Europe & Central Asia,01 January 2015,348860.0,,81686611.0,234.1529869,18624547.0,167310.0,114190.0,700.0,3357590000000.0,939728659555.51,38187161291.11,163016038372.43,288985221546.15,98504638586.57,385408655688.06,582313120115.76,,,1.814328671,14.55,,0.0,742314.4,845437.6348,20.0,0.514426137,,,9.0,11.3,80.64146341,1.682785392,,,71549138.67,0.699824274,1.78793335,31.4,1.422017217,0.830965265
4533,DEU,Germany,Europe & Central Asia,01 January 2020,349390.0,0.751162469,83160871.0,238.0173188,18750282.0,165950.0,114190.0,700.0,3889670000000.0,1267621023606.91,53919625761.54,181258616048.8,391221658106.58,122301335219.23,410838919360.13,655612603029.81,,0.751162469,1.855754375,18.6,,0.0,603350.5,692750.7552,24.0,0.144877926,,,9.3,11.9,81.04146341,1.352196813,,,74689224.28,0.684574544,1.549539328,,1.377790928,0.93844894
4576,GHA,Ghana,Sub-Saharan Africa,01 January 2000,227540.0,,19665502.0,86.42657115,11026644.0,130945.9,88486.1,1187.0,4982849054.0,,31256366.02,,38650964.04,,,1087935702.28,,,-0.095986165,71.62,319.7477491,11071678.0,4949.5,16827.71163,,40.24093312,,,35.865,9.922,58.195,0.033526257,,,30209.22,-0.359381735,0.078732707,,0.07062351,
4581,GHA,Ghana,Sub-Saharan Africa,01 January 2005,227540.0,,22496951.0,98.87031291,11854093.0,128294.3,83957.7,1187.0,10744562615.0,2443935540.31,39481894.25,797470037.23,157427558.58,,2290902811.9,2379580272.31,,,-0.3687464,61.43,235.4096784,13216959.0,6331.1,19047.06675,,15.43899202,,,34.885,9.247,59.76,-0.215351611,,,411963.6,0.169719294,-0.134525463,42.8,0.197485223,1.746903391
4586,GHA,Ghana,Sub-Saharan Africa,01 January 2010,227540.0,,25574719.0,112.3965852,12605012.0,127442.7,79429.3,1187.0,32197648061.0,6490242289.18,122569260.94,1783942831.48,762714214.7,121240240.23,4310745856.1,4480530001.23,,,0.014280469,51.91,268.859259,9155749.0,10382.6,23141.62425,42.7,10.73338984,,,33.004,8.626,61.157,-0.105485797,,,1994828.08,0.026093241,-0.033293352,,0.514764845,1.650067006
4591,GHA,Ghana,Sub-Saharan Africa,01 January 2015,227540.0,,28870939.0,126.8829173,13255803.0,127087.6,78804.4,1187.0,49406014245.0,8579008398.15,260129692.51,2190687415.64,787420308.29,,5775841354.5,13450983129.77,,,-0.186141491,44.02,,7506367.0,14320.7,30251.44399,,17.1499695,,,31.713,7.773,63.175,-0.288247645,,,6640315.97,-0.032099333,0.138806775,,0.488428712,1.818437565
4596,GHA,Ghana,Sub-Saharan Africa,01 January 2020,227533.0,0.450056404,32180401.0,141.4317967,13725263.0,126037.4,79857.1,1187.0,70043095503.0,15327918914.85,312501629.37,,1389893462.49,,7943189588.2,19722356655.05,,0.450056404,-0.105029307,40.25,,4685284.0,19401.16,39070.28751,,9.887289563,,,28.038,7.448,64.114,-0.165586546,,,18240546.32,0.184312224,-0.05207159,,0.554172695,1.724652192
4702,GRC,Greece,Europe & Central Asia,01 January 2000,128900.0,,10805808.0,83.83093871,2948257.0,85290.0,36002.3,652.0,130458000000.0,55897135745.52,4520833243.37,4214041321.08,5823387869.87,,29314593382.03,30656189782.82,155807890433.98,,0.631434977,7.82,4586.32987,0.0,94460.6,117890.194,,3.151181625,,,9.6,9.7,77.88780488,0.587037921,,,987525.21,0.808356404,0.861044526,34.2,1.013062,
4707,GRC,Greece,Europe & Central Asia,01 January 2005,128900.0,,10987314.0,85.23905353,2807039.0,80050.0,37510.16,652.0,247875000000.0,106445426486.59,7031213021.61,9825665681.44,12914878582.72,1435097102.48,50384326127.81,48952117341.68,316159674652.88,,0.351383656,8.01,5297.200025,0.0,101947.3,124039.5174,,3.545072733,,,9.8,9.6,79.23902439,0.70947206,,,2636955.36,0.506524146,0.784953773,34.6,1.097569346,1.187750246
4712,GRC,Greece,Europe & Central Asia,01 January 2010,128900.0,0.71486032,11121341.0,86.27882855,2636648.0,74890.0,39018.03,652.0,297125000000.0,151406142716.02,8171586010.97,12198857151.66,19647388366.85,1793060317.72,60572002244.86,58030386497.09,405879358654.25,0.71486032,-0.062511668,11.38,5333.439556,0.0,87578.5,108551.8706,27.7,4.712989078,,,10.3,9.8,80.38780488,0.49269253,,,4937875.4,-0.127206877,0.583895683,34.1,0.897718012,1.595101154
4717,GRC,Greece,Europe & Central Asia,01 January 2015,128900.0,,10820883.0,83.94788984,2375617.0,61990.0,39018.03,652.0,195684000000.0,100810584906.93,4827369687.68,7164754536.75,9275406219.24,1890405338.75,48688871870.55,51830654631.19,370154721389.64,,-0.092285991,17.47,,0.0,68010.2,88528.37065,35.7,-1.735888048,,,8.5,11.2,81.03658537,0.175534189,,,7232132.77,-0.230252355,0.273951471,36.0,0.651559412,0.860581933
4722,GRC,Greece,Europe & Central Asia,01 January 2020,128900.0,0.690006495,10698599.0,82.99921645,2170211.0,58671.88,39018.0,652.0,188926000000.0,110356706036.83,5314794190.74,8388314507.69,9695279567.55,2826521789.65,46747803360.95,43572933613.84,477081310144.7,0.690006495,0.055794135,20.08,,0.0,51002.2,69283.30669,28.9,-1.247983556,,,7.9,12.2,81.28780488,0.437608153,,,8357300.98,0.13121371,0.315227628,33.6,0.966737986,0.741992757
4828,GRD,Grenada,Latin America & Caribbean,01 January 2000,340.0,,107432.0,315.9764706,69081.0,120.0,177.0,2350.0,520044370.4,,,,9674895.95,,,241965937.42,,,0.861537576,10.49,,15080.0,198.6,2058.992176,,2.181818182,8.493010368,,18.184,7.131,72.783,0.618822575,,,4365.94,1.019257665,0.341131985,,0.715227902,13.96232035
4833,GRD,Grenada,Latin America & Caribbean,01 January 2005,340.0,,110254.0,324.2764706,70678.0,70.0,177.0,2350.0,695555555.6,,,,16838622.3,,,212203051.9,,,0.743590176,10.58,,13764.0,228.0,2144.34314,,3.475806938,7.391312726,,17.349,7.233,73.521,0.388381481,,,22588.62,0.415122241,0.378238171,,0.525194108,9.977007533
4838,GRD,Grenada,Latin America & Caribbean,01 January 2010,340.0,,114039.0,335.4088235,73139.0,80.0,177.0,2350.0,771014814.8,,,,15857522.3,,,246632010.71,,,0.475884438,10.53,,12098.0,273.6,2241.516194,,3.436509059,10.0470161,4.325013091,17.927,7.058,74.999,0.190468416,,,30790.53,0.518380046,0.118389398,,0.791172504,8.768929927
4843,GRD,Grenada,Latin America & Caribbean,01 January 2015,340.0,,118980.0,349.9411765,76151.0,80.0,177.0,2350.0,997007407.4,,,42259253.59,19291466.41,,,667071496.01,,,0.561565697,11.07,,10215.0,272.6,2293.205796,,-0.515448031,6.037649233,3.09425,17.605,7.572,75.013,-0.15665251,,,62464.5,0.790708482,0.209968269,,0.806074977,5.042885539
4848,GRD,Grenada,Latin America & Caribbean,01 January 2020,340.0,0.56507051,123663.0,363.7147059,78480.0,80.0,177.0,2350.0,1043411111.0,,,,23873856.82,,,634925062.7,,0.56507051,0.386904538,10.36,,8217.0,324.5,2397.288523,,-0.740732597,7.154646579,,16.288,8.061,74.924,0.028252639,,,92403.29,1.037565231,0.353859246,,0.690307081,11.32109038
4954,GTM,Guatemala,Latin America & Caribbean,01 January 2000,107160.0,,11589761.0,108.1537981,6335891.0,47617.2,42092.0,1996.0,19288928616.0,2110207924.52,177149835.78,,368940452.54,,1941426122.66,1972900000.57,3275997496.67,,-0.830889881,62.66,332.1897665,3092356.0,9443.3,18676.57226,,5.977577347,13.15317506,,34.505,6.19,67.446,-0.56138736,,,82557.68,-0.768333912,-0.8857916,54.2,-0.285944521,24.74459977
4959,GTM,Guatemala,Latin America & Caribbean,01 January 2005,107160.0,,12948292.0,120.8313923,6873860.0,45620.0,39659.0,1996.0,26783388709.0,3492388655.57,102825087.06,,503832845.52,9524173.29,3049123690.28,2757400000.74,5785779806.48,,-0.684203923,65.24,486.1645073,2808993.0,11557.6,22582.88152,,9.108649857,6.969818057,,30.438,5.666,69.168,-0.79895395,,,738052.64,-0.835618198,-1.048306942,,-0.359379411,40.64627733
4964,GTM,Guatemala,Latin America & Caribbean,01 January 2010,107160.0,0.441940814,14259687.0,133.0691209,7357571.0,39620.8,37226.0,1996.0,40676579265.0,5230117650.62,179539344.78,1158733366.69,838501257.37,17983116.51,4313760114.82,4873501020.03,10094690165.57,0.441940814,-0.540784419,67.08,556.0430604,2231883.0,11477.6,24360.44408,,3.859509098,7.803198652,,27.525,5.296,70.878,-0.723099411,,,1497267.14,-0.852924466,-0.944123864,,-0.303283572,40.98157473
4969,GTM,Guatemala,Latin America & Caribbean,01 January 2015,107160.0,,15567419.0,145.272667,7788224.0,38560.0,35858.0,1996.0,62186064719.0,7792021236.22,268650788.06,1884442939.55,1416723759.72,19053810.23,6441389025.08,6404463798.01,,,-0.759712815,63.29,,1472795.0,16455.9,30899.84197,,2.388720328,10.75584871,,25.834,5.071,72.103,-0.739520848,,,4484341.62,-0.655060232,-0.936158717,,-0.346393049,
4974,GTM,Guatemala,Latin America & Caribbean,01 January 2020,107160.0,0.461270094,16858333.0,157.3192703,8119648.0,38560.0,35278.0,1996.0,77715183063.0,11587466314.62,375535895.12,2564383476.65,1924152020.45,,7737042585.11,5412476150.19,,0.461270094,-1.114614367,65.46,,565181.0,16865.2,33165.68015,,3.214440622,9.382975822,,21.816,5.337,71.797,-0.686632514,,,8009788.77,-0.418793201,-1.080363274,,-0.376560003,18.96016456
5017,GIN,Guinea,Sub-Saharan Africa,01 January 2000,245720.0,,8336967.0,33.92872782,5763429.0,140790.0,69290.0,1651.0,2995361112.0,,45967935.3,77681695.14,9023573.87,,,352516676.19,,,-1.050160885,85.52,,7073434.0,1494.9,11372.67365,,,12.29996312,5.170833333,41.642,14.804,52.479,-0.877114892,,,7955.54,-1.907590032,-1.389179468,,-1.101043224,
