,Country Code,country,Region,date,land_area,human_capital_index,population,population_density,rural_population,Agricultural_land,forest_area,avg_precipitation,GDP_current_US,expense,military_expenditure,government_expenditure_on_education,government_health_expenditure,research_and_development_expenditure,tax_revenue,trade_in_services,central_goverment_debt,human_capital_index,control_of_corruption_estimate,renewvable_energy_consumption%,electric_power_consumption,Not_getting_Electricity,CO2_emisions,other_greenhouse_emisions,multidimensional_poverty_headcount_ratio%,inflation_annual%,real_interest_rate,risk_premium_on_lending,birth_rate,death_rate,life_expectancy_at_birth,goverment_effectiveness_estimate,doing_business,statistical_performance_indicators,individuals_using_internet,political_stability_estimate,rule_of_law_estimate,gini_index,voice_and_accountability_estimate,intentional_homicides
3079,CUB,Cuba,Latin America & Caribbean,01 January 2015,104100.0,,11339894.0,108.9326993,2619969.0,62403.0,31840.0,1335.0,87133000000.0,,2686999999.77,7807.12,10085613007.45,373399750.36,,,,,0.065859646,21.15,,118501.0,29209.8,44506.83057,,,,,10.972,9.063,77.772,0.020284073,,,4230358.5,0.644101679,-0.702387154,,-1.558115363,5.458604816
3084,CUB,Cuba,Latin America & Caribbean,01 January 2020,103800.0,,11300698.0,108.8699229,2577237.0,64010.0,32420.0,1335.0,107352000000.0,,,12345.48,12201264042.46,556491282.57,,,,,-0.130971029,23.93,,7612.0,24327.8,38558.67367,,,,,9.344,10.23,77.567,-0.173482493,,,8036951.89,0.587794721,-0.278229743,,-1.420173407,
3127,CYP,Cyprus,Europe & Central Asia,01 January 2000,9240.0,,948237.0,102.6230519,297291.0,1415.0,1716.1,498.0,9985844486.0,5422917392.92,281809533.73,498247714.95,217718748.04,22657880.74,3548286914.41,5653355495.54,,,1.081236482,3.08,3355.701159,0.0,7127.7,8154.548029,,4.141657647,,,12.655,7.458,76.568,1.074904203,,,144657.29,0.517499864,1.016058803,,1.057137489,0.843670494
3132,CYP,Cyprus,Europe & Central Asia,01 January 2005,9240.0,,1037062.0,112.2361472,329081.0,1670.0,1722.25,498.0,18433411267.0,11653167546.84,375575177.17,1158847774.44,415544675.91,67700388.27,7296988198.12,8713058061.06,,,0.899039984,3.34,4062.437926,0.0,7900.8,9024.704645,,2.560161323,,,11.882,6.889,78.101,1.152060747,,,340260.04,0.517519236,0.877258122,30.3,0.955872655,1.928525936
3137,CYP,Cyprus,Europe & Central Asia,01 January 2010,9240.0,0.686361969,1129686.0,122.2603896,366572.0,1145.0,1728.4,498.0,25799940416.0,10054632914.98,479313291.0,1688038488.64,769234919.12,114574957.72,5947960397.39,14718939132.1,,0.686361969,0.969285846,6.5,4516.299219,0.0,7898.4,9208.664533,24.6,2.430040841,,,12.045,6.412,79.665,1.526306391,,,598620.61,0.452444822,1.209607244,31.5,1.023390651,0.708161696
3142,CYP,Cyprus,Europe & Central Asia,01 January 2015,9240.0,,1187280.0,128.4935065,392444.0,1266.8,1727.1,498.0,19909269065.0,7811290289.46,329142696.66,1259486225.78,570731076.47,94945312.85,4787659074.51,17309686120.45,,,1.004094839,10.41,,0.0,6851.9,8213.804434,28.9,-2.096997691,,,11.208,6.358,80.966,1.045255303,,,851466.65,0.550866485,1.035141826,34.0,1.031601667,1.263391955
3147,CYP,Cyprus,Europe & Central Asia,01 January 2020,9240.0,0.755520225,1237537.0,133.9325758,410602.0,1341.29,1725.3,498.0,25008266159.0,10623868692.42,513539815.2,1515500914.98,1584100641.48,205652978.93,5607726016.32,29497803692.58,,0.755520225,0.37409839,15.02,,0.0,6771.8,8109.206812,21.3,-0.638422798,,,10.583,6.93,81.391,0.875510335,,,1123707.68,0.308603942,0.574943423,31.7,0.906500757,1.212084972
3190,CZE,Czechia,Europe & Central Asia,01 January 2000,77270.0,,10255063.0,132.7172641,2667547.0,42800.0,26372.9,677.0,61823494487.0,20765514993.25,1160647674.19,2250585454.85,3126443105.24,686222225.68,8948942208.8,15327048488.53,,,0.146037668,5.94,5703.816739,0.0,124716.7,145672.3692,,3.775388292,5.223885319,1.841416667,8.9,10.6,74.96829268,0.587459147,,,1002999.3,0.332739621,0.607116282,,0.762775123,1.866198456
3195,CZE,Czechia,Europe & Central Asia,01 January 2005,77260.0,,10211216.0,132.1669169,2695557.0,36054.9,26473.35,677.0,137143000000.0,45913589106.61,2454974587.43,5301825023.99,7411322549.83,1592230247.83,19864733414.69,23656733689.26,,,0.48022601,7.53,6357.421095,4669.0,121893.6,141940.199,,1.857097891,5.676333044,3.828416667,10.0,10.6,75.92439024,0.919466615,,,3601495.88,0.936384082,0.857741058,26.9,0.90567255,1.050572109
3200,CZE,Czechia,Europe & Central Asia,01 January 2010,77230.0,,10474410.0,135.6261815,2801381.0,35239.2,26573.8,677.0,209070000000.0,73148031591.65,2497910198.82,8432838857.69,11948950969.95,2773731631.46,28539638663.44,39819670461.08,,,0.384590119,10.95,6348.424398,0.0,114167.6,134691.9645,14.4,1.472727273,7.4188898,4.941066667,11.2,10.2,77.42439024,0.907329381,,,7208488.96,0.989233732,0.93091917,26.6,1.014865041,0.984256765
3205,CZE,Czechia,Europe & Central Asia,01 January 2015,77210.0,,10546059.0,136.589289,2797131.0,34940.0,26683.9,677.0,188033000000.0,62536575515.95,1779886712.57,10815319864.19,11127464295.92,3604385820.71,27771647619.75,43033350784.38,,,0.498597264,14.84,,0.0,101167.5,122514.148,14.0,0.309364548,3.257929511,4.499343664,10.5,10.5,78.57804878,1.056754947,,,7980080.37,0.979189098,1.132430196,25.9,1.042778969,0.83620005
3210,CZE,Czechia,Europe & Central Asia,01 January 2020,77198.53,,10697858.0,138.5759288,2774917.0,35238.71,26770.9,677.0,245975000000.0,94524011441.55,3261183555.82,12495529813.06,19868298361.97,4897460617.86,35339019245.04,47687458384.22,,,0.581434548,16.97,,0.0,88835.2,108308.4176,11.9,3.161295285,-0.93377177,,10.3,12.1,78.22682927,0.949175954,,,8701519.71,0.922095716,1.051819682,26.2,0.982409596,0.731177856
3253,DNK,Denmark,Europe & Central Asia,01 January 2000,40000.0,,5339616.0,133.4904,795603.0,26470.0,5716.0,703.0,164158000000.0,60399327218.98,2392511005.24,13271091014.79,11056599634.19,3588822036.77,51864273917.27,44784000269.78,,,2.321177483,10.73,6482.488628,0.0,52602.0,70523.49979,,2.903282032,,,12.6,10.9,76.59268293,1.896548867,,,2091657.39,1.50106895,1.808733463,23.8,1.535965323,1.086009113
3258,DNK,Denmark,Europe & Central Asia,01 January 2005,40000.0,,5419432.0,135.4858,766524.0,27070.0,5790.45,703.0,264467000000.0,92298570219.91,3468454661.55,21383665297.86,20133376887.27,6329673607.81,87463911803.82,82275787027.26,,,2.278205633,16.12,6659.000427,0.0,50201.9,67219.02344,,1.817814583,,,11.9,10.1,77.84390244,2.114338875,,,4484038.04,1.073495388,1.936109066,25.2,1.739608884,
3263,DNK,Denmark,Europe & Central Asia,01 January 2010,40000.0,0.748738408,5547683.0,138.692075,732572.0,26260.0,5864.9,703.0,321995000000.0,136102796601.72,4503492223.05,27561323940.19,28782396486.44,9392819263.14,105412265215.57,116729757904.57,,0.748738408,2.352359056,21.2,6327.506456,0.0,48124.8,63737.42493,18.3,2.31092437,,,11.4,9.8,79.1,2.09987402,,,4921904.36,1.040961027,1.898441792,27.2,1.541956902,0.756641079
3268,DNK,Denmark,Europe & Central Asia,01 January 2015,40000.0,,5683483.0,142.087075,708958.0,26338.99,6246.8,703.0,302673000000.0,122413676038.72,3364046987.9,21218632182.26,26379401451.0,9246569426.79,102671582057.47,122635522484.12,,,2.226803303,32.53,,0.0,33704.9,48303.77416,17.7,0.452034154,,,10.2,9.2,80.70243902,1.820994139,,,5474927.68,0.897649825,2.044954777,28.2,1.552847028,1.091973012
3273,DNK,Denmark,Europe & Central Asia,01 January 2020,40000.0,0.755094826,5831404.0,145.7851,693004.0,26199.87,6284.4,703.0,355222000000.0,141005712492.23,4966725054.96,22663164004.95,31735316723.54,10520041561.96,122223537936.16,148166198851.04,,0.755094826,2.268326998,39.7,,0.0,27356.5,41135.55451,15.9,0.420711974,,,10.4,9.4,81.60243902,1.881267548,,,5630170.75,0.950011313,1.847981572,27.5,1.519085526,0.944102117
3316,DJI,Djibouti,Middle East & North Africa,01 January 2000,23180.0,,742033.0,32.01177739,174140.0,16010.0,56.0,220.0,551230861.9,,27942450.19,53248900.42,7777576.41,,,232797474.71,,,-0.636604071,31.44,,326812.0,373.4,1221.999956,,,,,33.233,10.831,56.573,-0.90450573,,,1443.26,-0.241125971,-0.88296622,,-0.877741814,
3321,DJI,Djibouti,Middle East & North Africa,01 January 2005,23180.0,,830861.0,35.84387403,193084.0,17010.0,56.0,220.0,708633194.7,,44847202.57,59283470.38,9904168.76,,,332155457.17,,,-0.711830616,33.09,,359335.0,429.3,1307.523222,,3.104966401,,,30.226,9.988,58.316,-0.816397786,,,7923.19,-0.812229693,-0.954747617,,-1.109946132,
3326,DJI,Djibouti,Middle East & North Africa,01 January 2010,23180.0,,919199.0,39.65483175,211425.0,17016.0,56.0,220.0,1128611700.0,,,50677149.07,20966158.94,,,454881527.67,,,-0.402063727,32.54,,387276.0,519.1,1415.112033,,3.950078759,,,26.118,9.11,60.259,-1.007150531,,,59747.94,0.253481269,-0.752101779,,-1.265669942,
3331,DJI,Djibouti,Middle East & North Africa,01 January 2015,23180.0,,1006259.0,43.41065574,227243.0,17020.0,56.0,220.0,2424391785.0,,,87041483.67,41044463.44,,,1476867580.81,,,-0.675951064,28.24,,411224.0,446.55,1382.482818,,-0.847389734,,,23.889,8.598,61.957,-0.993094265,,,230433.31,-0.443531573,-0.928441048,,-1.41282475,
3336,DJI,Djibouti,Middle East & North Africa,01 January 2020,23180.0,,1090156.0,47.03002588,239158.0,17020.0,58.0,220.0,3181071154.0,,,,32012373.32,,,1423758104.33,,,-0.730557561,31.91,,386993.0,427.7,1394.763044,,1.777407838,,,22.477,8.821,62.694,-0.728089869,,,667846.16,-0.454957455,-1.027164102,,-1.407461643,
3379,DMA,Dominica,Latin America & Caribbean,01 January 2000,750.0,,68346.0,91.128,23740.0,210.0,478.7,2083.0,333470370.4,,,,11205398.37,,,142459259.26,,,0.861537576,11.06,,12949.0,125.3,192.511952,,0.856946805,13.70790618,5.280800532,17.709,9.141,72.693,0.872710645,,,6024.59,0.486361712,0.803646386,,1.093752384,2.926286835
3384,DMA,Dominica,Latin America & Caribbean,01 January 2005,750.0,,68674.0,91.56533333,22936.0,220.0,478.7,2083.0,364255555.6,,,,10178544.37,,,136641752.97,,,0.743590176,10.02,,9602.0,148.4,212.491674,,1.681900799,11.53343415,3.518175905,15.615,9.837,72.254,0.570302904,,,26469.46,0.829529405,0.677165985,,0.932384253,11.64932616
3389,DMA,Dominica,Latin America & Caribbean,01 January 2010,750.0,,68755.0,91.67333333,21937.0,250.0,478.7,2083.0,493825925.9,,,,14614757.44,,,204418294.42,,,0.771071732,10.28,,5979.0,172.5,236.504999,,2.999366305,9.13092815,3.055013989,14.009,11.573,71.55,0.680709541,,,32624.25,0.903117776,0.717768133,,0.982540488,21.81659516
3394,DMA,Dominica,Latin America & Caribbean,01 January 2015,750.0,,70007.0,93.34266667,21297.0,250.0,478.7,2083.0,540737037.0,,,18431454.85,17588487.04,,,364486882.15,,,0.625726938,8.68,,2283.0,180.9,247.524891,,-0.843826985,1.687356707,5.427416667,13.447,10.93,68.727,0.206439584,,,45504.55,1.077941298,0.737986147,,0.878904223,12.85594909
3399,DMA,Dominica,Latin America & Caribbean,01 January 2020,750.0,0.54474932,71995.0,95.99333333,20814.0,250.0,478.7,2083.0,504214814.8,,,23679440.5,17729942.16,,,195559128.46,,0.54474932,0.587179065,8.31,,2.0,162.8,230.526372,,-0.727116413,8.123874132,,13.301,8.177,73.649,-0.09811376,,,55482.98,1.355244756,0.81366843,,0.876452744,20.83492489
3442,DOM,Dominican Republic,Latin America & Caribbean,01 January 2000,48310.0,,8540791.0,176.7913682,3266596.0,25150.0,19724.7,1410.0,24305781112.0,2670618485.99,250372993.73,458963645.83,415753601.58,,2956655757.76,6308999999.64,,,-0.688496113,19.11,1316.974037,959564.0,18670.6,27147.79163,,7.724135662,18.27424,,24.842,6.169,69.423,-0.425159574,,,316410.03,0.012947378,-0.676537395,51.5,0.225749955,14.16730522
3447,DOM,Dominican Republic,Latin America & Caribbean,01 January 2005,48310.0,,9164768.0,189.7074726,2990464.0,24170.0,20227.95,1410.0,35777560475.0,4864090732.51,274248014.06,,498413363.2,,4900867878.67,7659699999.39,,,-0.710663259,19.44,1225.562938,903534.0,18690.8,28593.15641,,4.190202605,17.32624119,,22.485,5.933,70.875,-0.520599723,,,1052408.44,-0.258760691,-0.685749292,50.0,-0.070553936,26.12177417
3452,DOM,Dominican Republic,Latin America & Caribbean,01 January 2010,48310.0,,9775755.0,202.3546885,2565842.0,23970.0,20731.2,1410.0,53860187452.0,7652868562.36,359533827.61,1023591321.14,1355329591.84,,6574929131.64,8041999998.36,,,-0.8830809,16.91,1383.320265,181300.0,20680.8,32784.70389,35.4,6.329932201,6.347720679,,22.038,5.821,72.093,-0.69493258,,,3069587.07,-0.044954035,-0.855494201,47.3,0.073861897,25.30750822
3457,DOM,Dominican Republic,Latin America & Caribbean,01 January 2015,48310.0,,10405832.0,215.3970606,2230386.0,24290.0,21036.5,1410.0,71164826720.0,10820965983.37,458070182.73,2715820634.46,1685165469.2,,9117529400.36,10715799997.28,,,-0.852156758,14.88,,149806.0,23590.5,36494.27567,25.5,0.836746347,12.10554541,,20.596,5.883,72.953,-0.367906868,,,5641601.56,0.236706421,-0.511419415,45.2,0.154281542,
3462,DOM,Dominican Republic,Latin America & Caribbean,01 January 2020,48310.0,0.502766907,10999664.0,227.6891741,1920541.0,24290.0,21441.0,1410.0,78844655833.0,16870832396.74,591713345.5,3641598140.25,2557190310.3,,9768758165.28,7784400000.31,,0.502766907,-0.730548918,16.69,,0.0,22881.3,37052.66519,,3.781031799,5.973957523,,18.78,6.46,72.889,-0.251211733,,,9041537.45,0.157672182,-0.161468059,39.6,0.240023717,8.736630898
3505,ECU,Ecuador,Latin America & Caribbean,01 January 2000,248360.0,,12626507.0,50.83953535,5012850.0,80660.0,137305.0,2087.0,18327764882.0,,266133066.57,210939752.97,176134228.34,,,2127615736.71,,,-0.799629569,19.43,637.6268591,795782.0,22051.5,49011.80013,,96.09637569,,,25.402,5.007,72.839,-0.685290277,,,184623.34,-0.572284937,-0.666360259,56.4,-0.247218117,14.51707903
3510,ECU,Ecuador,Latin America & Caribbean,01 January 2005,248360.0,,13770012.0,55.44375906,5272400.0,75000.0,133793.45,2274.0,41507085000.0,,954000000.1,,698465366.52,,,3166076248.75,,,-0.735878944,16.16,797.7480339,573845.0,28220.3,61061.50366,,2.168277012,,,23.2,4.78,74.514,-0.966200233,,,825409.65,-0.793961823,-0.821377993,53.1,-0.363743484,
3515,ECU,Ecuador,Latin America & Caribbean,01 January 2010,248360.0,0.525806725,14989585.0,60.35426397,5592614.0,74977.0,130281.9,2274.0,69555367000.0,,2093999999.87,3135159532.33,1971738467.87,280287252.66,,4478893018.6,,0.525806725,-0.70774436,11.79,1139.591256,380414.0,37254.0,71886.09941,46.08,3.554377346,,,21.892,4.852,75.43,-0.675487161,,,4351476.53,-0.586674452,-1.143229127,48.8,-0.23108083,17.50548739
3520,ECU,Ecuador,Latin America & Caribbean,01 January 2015,248360.0,,16195902.0,65.21139475,5928024.0,57890.0,128191.8,2274.0,99290381000.0,33124986889.03,2597509999.71,4963228416.04,4281919455.01,,15931726451.79,5599871720.31,,,-0.650072634,13.07,,190159.0,41390.3,75114.76093,34.95,3.966646233,,,18.74,4.773,76.789,-0.362452775,,,7926344.7,-0.143955871,-0.940620899,46.0,-0.211743653,6.483121471
3525,ECU,Ecuador,Latin America & Caribbean,01 January 2020,248360.0,0.594254851,17588595.0,70.81895233,6302697.0,54200.0,124978.3,2274.0,99291124000.0,32632295849.63,2513595103.35,4104824145.61,4934862395.04,,12406367481.19,4593980839.34,,0.594254851,-0.482272625,20.1,,202269.0,34431.0,68056.47202,40.9,-0.338872393,,,17.037,7.534,72.153,-0.44602558,,,12435136.66,-0.269370615,-0.523896456,47.3,-0.012035531,7.800509142
3631,SLV,El Salvador,Latin America & Caribbean,01 January 2000,20720.0,,5958482.0,287.5715251,2448221.0,13752.2,6738.8,1784.0,11784927700.0,1770100000.1,99032405.27,334536389.05,464697184.51,,1249850000.47,2142900000.12,3226290000.44,,-0.745444059,33.51,607.7051168,922418.0,5631.6,10116.5256,,2.271287568,,,27.465,5.876,69.865,-0.62050283,,,70155.0,0.329205334,-0.803453267,51.5,-0.043113962,59.59571582
3636,SLV,El Salvador,Latin America & Caribbean,01 January 2005,20720.0,,6037817.0,291.4004344,2315624.0,12817.0,6513.8,1784.0,14698000000.0,3009500000.27,132900000.04,467080394.18,624407505.74,,2132800000.24,2592749999.54,8262600000.73,,-0.508673728,34.08,757.2273224,753167.0,6836.3,12313.42481,,4.690948709,,,21.261,6.599,70.44,-0.45301041,,,253588.31,-0.033760875,-0.505208492,48.5,-0.075012773,64.29476084
3641,SLV,El Salvador,Latin America & Caribbean,01 January 2010,20720.0,,6114034.0,295.078861,2112276.0,12675.0,6288.8,1784.0,18447920000.0,4454399999.94,200999999.91,746786553.85,806603800.33,14400446.54,2916999999.72,2597610961.52,10606500000.23,,-0.258609384,32.62,866.8581169,514787.0,6539.2,12188.34908,,1.179335769,,,19.428,6.758,71.848,-0.016042762,,,972131.41,0.058842227,-0.865749896,43.5,0.071544565,65.2106232
3646,SLV,El Salvador,Latin America & Caribbean,01 January 2015,20720.0,,6231066.0,300.7271236,1888013.0,12230.0,6063.8,1784.0,23438240000.0,5335315500.72,247700000.0,916407040.06,1127117918.56,33629187.46,3926534495.65,3994834103.59,12018755226.59,,-0.424086303,21.03,,286629.0,6997.6,12218.54067,,-0.731384487,,,18.406,7.07,71.814,-0.262551725,,,1670088.0,-0.016997365,-0.597598195,40.6,0.152402803,106.8196036
3651,SLV,El Salvador,Latin America & Caribbean,01 January 2020,20720.0,0.546176612,6292731.0,303.7032336,1671098.0,11957.0,5838.8,1784.0,24930080000.0,8459399999.31,345931598.26,1014860786.26,1454391771.3,,4583200000.49,3606387571.63,17540600000.95,0.546176612,-0.556218147,23.7,,17460.0,6376.3,11063.80963,,-0.371590212,,,16.188,8.442,71.061,-0.233797476,,,3435917.32,-0.121829323,-0.751098216,,0.072548799,21.31030232
3694,GNQ,Equatorial Guinea,Sub-Saharan Africa,01 January 2000,28050.0,,684977.0,24.4198574,348708.0,2128.5,26155.8,2156.0,1045998496.0,,,,3337354.96,,,,,,-1.212374926,45.85,,240937.0,1982.3,6704.651693,,4.802288869,,,41.319,13.738,53.226,-1.061323404,,,906.6,-0.035038944,-1.3358922,,-1.599229217,
3699,GNQ,Equatorial Guinea,Sub-Saharan Africa,01 January 2005,28050.0,,864726.0,30.82802139,365433.0,2029.8,25737.95,2156.0,8217369093.0,,,,16986774.47,,,,,,-1.426847577,7.1,,302710.0,5609.9,13658.06411,,5.631633514,,,39.948,12.141,55.464,-1.186115861,,,9942.53,-0.386098802,-1.238877058,,-1.683500171,
3704,GNQ,Equatorial Guinea,Sub-Saharan Africa,01 January 2010,28050.0,,1094524.0,39.02046346,372795.0,1934.8,25320.1,2156.0,16314443429.0,917402109.63,,,74022705.19,,1237639655.03,,,,-1.234830737,5.74,,370857.0,6047.8,12842.35769,,7.78916548,,,38.674,11.214,57.878,-1.256386757,,,65671.44,0.236128226,-1.010709286,,-1.860194325,
3709,GNQ,Equatorial Guinea,Sub-Saharan Africa,01 January 2015,28050.0,,1346973.0,48.02042781,395795.0,1919.8,24902.2,2156.0,13185496881.0,1311073875.55,137317993.9,,73100610.95,,1510627426.86,,,,-1.552454829,5.54,,456315.0,5494.2,12673.56899,,1.676630853,,,35.229,9.616,60.103,-1.143215537,,,287174.64,-0.205352426,-1.321108341,,-1.999269724,
3714,GNQ,Equatorial Guinea,Sub-Saharan Africa,01 January 2020,28050.0,,1596049.0,56.9001426,429337.0,1885.2,24484.2,2156.0,10099157996.0,1212341507.65,152550479.52,,85297544.99,,792622306.46,,,,-1.519282579,6.97,,531816.0,4350.4,9542.961347,,4.766695239,,,31.174,9.026,60.708,-1.190465212,,,859251.19,-0.23432599,-1.164877892,,-1.81125927,
3757,ERI,Eritrea,Sub-Saharan Africa,01 January 2000,101000.0,,2392880.0,23.69188119,1756685.0,75300.0,11184.6,384.0,706370815.6,,230670130.92,,14497919.18,,,89390775.34,,,0.496908665,76.79,71.8799104,1692731.0,633.19,5540.779701,,,,,37.617,11.084,56.111,-1.15839386,,,3271.35,-0.768895209,-0.795131266,,-1.470739365,
3762,ERI,Eritrea,Sub-Saharan Africa,01 January 2005,121025.326,,2831732.0,23.3978465,1951092.0,75220.0,11026.6,384.0,1098424709.0,,,,9369416.57,,,,,,-0.318069249,74.69,85.46006472,1854857.0,589.83,5386.662965,,,,,36.677,8.908,60.597,-0.973888636,,,,-0.795017481,-0.975512564,,-2.184898615,
3767,ERI,Eritrea,Sub-Saharan Africa,01 January 2010,121065.103,,3147727.0,26.0002835,2040514.0,75920.0,10868.6,384.0,1589515447.0,,,,16323204.94,,,,,,-0.550964773,80.9,86.41155983,1886826.0,502.95,5413.118314,,,,,33.692,7.492,63.787,-1.394882798,,,19201.13,-0.875592828,-1.353037119,,-2.198292255,
3772,ERI,Eritrea,Sub-Saharan Africa,01 January 2015,121088.775,,3340006.0,27.58311825,2063923.0,75920.0,10710.6,384.0,,,,,,,,,,,-1.314797521,81.19,,1811410.0,570.9,5864.299964,,,,,30.417,6.654,66.033,-1.637548566,,,36196.75,-0.876751304,-1.525860548,,-2.106587887,
3777,ERI,Eritrea,Sub-Saharan Africa,01 January 2020,121040.829,,3555868.0,29.37742603,2085623.0,75920.0,10552.6,384.0,,,,,,,,,,,-1.319348335,80.9,,1728426.0,706.4,6242.48957,,,,,28.706,6.424,67.133,-1.624176383,,,504221.62,-0.98066479,-1.486926675,,-2.066576481,
3820,EST,Estonia,Europe & Central Asia,01 January 2000,42390.0,,1396985.0,32.95553197,427924.0,9860.0,22388.9,626.0,5686579748.0,1896802727.74,78265938.99,303632645.1,223348378.54,34119479.85,1119469271.31,2473114034.8,231272459.27,,0.840922892,19.76,4540.492561,0.0,14932.5,18060.79141,,4.018489525,,,9.4,13.2,70.41707317,0.687826872,,,399215.76,0.902080297,0.594717026,,0.98800236,10.23712547
3825,EST,Estonia,Europe & Central Asia,01 January 2005,42390.0,,1354775.0,31.95977825,423570.0,8819.0,22874.55,626.0,14106790200.0,4234672304.34,204678230.78,678574673.4,527795047.18,129366320.09,2694440989.35,5727086796.08,730879243.82,,0.994831264,18.9,5531.545829,619.0,16807.7,19903.68604,,4.079714232,,,10.6,12.8,72.56829268,0.940140545,,,832509.24,0.605274677,0.903708637,33.4,0.992168546,
3830,EST,Estonia,Europe & Central Asia,01 January 2010,42390.0,0.725663781,1331475.0,31.41012031,424820.0,9488.0,23360.2,626.0,19523477326.0,7395321279.54,329257601.14,1077264448.5,916104378.78,308273751.31,3870325855.44,7691580001.18,1541894951.95,0.725663781,0.989536285,25.32,6506.318181,0.0,18500.4,21672.08663,21.7,2.97204512,,,11.9,11.9,75.42926829,1.08025527,,,986622.97,0.661366999,1.153129935,32.0,1.105651736,5.257090501
3835,EST,Estonia,Europe & Central Asia,01 January 2015,43470.0,,1315407.0,30.26011042,415458.0,9930.0,24210.1,626.0,22890762090.0,8276078553.31,460409949.28,1177544256.59,1131527116.65,335921927.03,4953575632.75,9844235190.98,3003895199.96,,1.29068923,28.17,,0.0,14377.1,17592.51222,24.2,-0.492326007,,,10.6,11.6,77.5902439,1.064577818,,,1162947.43,0.620919824,1.326497197,32.7,1.186882734,3.422947363
3840,EST,Estonia,Europe & Central Asia,01 January 2020,42750.0,0.777203202,1329522.0,31.09992982,409107.0,9850.0,24384.0,626.0,31370395573.0,12890825285.36,741523235.88,2064172004.86,1874304218.41,562304922.63,6490872047.57,12882301092.47,7452258513.58,0.777203202,1.610068202,40.0,,0.0,7097.52,10198.8019,23.3,-0.444531098,,,9.9,11.9,78.59512195,1.334767699,,,1184049.51,0.718465984,1.37280345,30.7,1.171357155,3.159215431
3883,SWZ,Eswatini,Sub-Saharan Africa,01 January 2000,17200.0,,1030496.0,59.91255814,796718.0,12230.0,4732.8,788.0,1738093757.0,,24945222.25,95742548.24,41902146.27,,,653096375.24,,,-0.045107789,59.39,,819980.0,1090.6,2737.111904,,12.20853585,-9.049525695,5.701666667,32.162,14.521,47.256,-0.650617778,,,9544.37,0.037518527,-0.715451121,53.1,-1.462375522,12.42119697
3888,SWZ,Eswatini,Sub-Saharan Africa,01 January 2005,17200.0,,1071886.0,62.31895349,835664.0,12240.0,4793.55,788.0,3178112332.0,,60475873.03,206088510.89,115702492.95,,,606466673.62,,,-0.275532275,66.56,,705124.0,982.5,2671.164469,,4.774004046,3.817847384,3.55,31.59,18.845,42.125,-0.951080739,,,39627.21,-0.39314878,-0.879012823,,-1.494866014,12.96779695
3893,SWZ,Eswatini,Sub-Saharan Africa,01 January 2010,17200.0,0.310769081,1099920.0,63.94883721,852658.0,12220.0,4854.3,788.0,4438765109.0,,102032147.66,271580075.29,187674996.57,,,928451566.38,,0.310769081,-0.041857969,72.39,,598881.0,849.2,2595.686637,,4.509236918,6.349809975,3.149166667,30.083,15.911,46.619,-0.298452854,,,121431.17,-0.076072693,-0.470664561,,-1.325327277,18.91046622
3898,SWZ,Eswatini,Sub-Saharan Africa,01 January 2015,17200.0,,1133936.0,65.92651163,869729.0,12220.0,4915.0,788.0,4063245671.0,,73344896.03,217617283.44,119762141.03,10870807.79,,273490463.02,,,-0.187601715,71.68,,406806.0,1015.9,2803.297504,,4.951244937,3.312899511,2.6025,27.737,11.202,55.019,-0.507000148,,,290775.69,-0.476151049,-0.299607903,,-1.393398523,9.877100648
3903,SWZ,Eswatini,Sub-Saharan Africa,01 January 2020,17200.0,0.372500807,1180655.0,68.64273256,895279.0,12220.0,4975.6,788.0,3982236726.0,,73074990.46,212744625.23,137139393.87,,,256178846.39,,0.372500807,-0.250071585,66.01,,236209.0,1147.7,3000.932259,,,4.583490434,2.078333333,24.615,9.603,59.692,-0.726357102,,,666136.61,-0.055916823,-0.489278674,,-1.331405878,
3946,ETH,Ethiopia,Sub-Saharan Africa,01 January 2000,1000000.0,,67031867.0,67.031867,57151370.0,306620.0,185285.0,848.0,8242349955.0,,627559659.76,328301861.25,148324859.14,,,995802959.24,,,-0.906757355,95.55,22.48184434,58518820.0,3557.0,72193.42532,,0.662458109,1.303568606,8.155833333,44.501,14.758,50.538,-1.206501126,,,10231.59,-0.946032107,-0.983719409,,-1.031738877,
3951,ETH,Ethiopia,Sub-Saharan Africa,01 January 2005,1128599.766,,77469940.0,68.64252708,65307159.0,335910.0,181635.0,848.0,12401139454.0,1841774931.42,342463844.67,,214318497.31,22219121.31,1081927042.45,2205964121.98,,,-0.772508383,94.73,33.04507529,66624148.0,5049.5,88879.1606,,9.969971235,-2.617063494,6.752420976,40.997,12.226,54.008,-0.919015706,,,170170.33,-1.690383315,-0.938896775,,-1.238757253,
3956,ETH,Ethiopia,Sub-Saharan Africa,01 January 2010,1128570.952,,89237791.0,79.07149377,73782698.0,356830.0,177985.0,848.0,29933790334.0,3742680939.66,339325401.67,1345999863.79,282563938.18,72251191.82,2443627336.93,4714823406.48,,,-0.694108725,94.11,47.43506033,66484937.0,6473.2,116922.7292,,8.14926403,,,36.528,9.001,59.73,-0.482412338,,,669283.43,-1.635101199,-0.807519138,33.2,-1.344856143,
